Interval,Timestamp,Flume Depth(mm)[Central1_8S1897],AV Flow(l/s)[Central1_8S1897],Flume Flow(l/s)[Central1_8S1897],Total Precipitation (mm)[RG_RomanoWRP]
15 Min,2021-10-26 20:30,20.41,0.3,0.42,0
15 Min,2021-10-26 20:45,20.1,0.31,0.46,0
15 Min,2021-10-26 21:00,20.79,0.16,0.45,0
15 Min,2021-10-26 21:15,21.22,0.44,0.49,0
15 Min,2021-10-26 21:30,22.16,0.48,0.53,0
15 Min,2021-10-26 21:45,20.29,0.28,0.5,0
15 Min,2021-10-26 22:00,21.47,0.37,0.4,0
15 Min,2021-10-26 22:15,19.85,0.35,0.42,0
15 Min,2021-10-26 22:30,18.41,0.29,0.39,0
15 Min,2021-10-26 22:45,19.66,0.27,0.39,0
15 Min,2021-10-26 23:00,19.54,0.49,0.42,0
15 Min,2021-10-26 23:15,19.72,0.44,0.51,0
15 Min,2021-10-26 23:30,21.53,0.39,0.4,0
15 Min,2021-10-26 23:45,20.6,0.51,0.47,0
15 Min,2021-10-27 0:00,20.54,0.38,0.46,0
15 Min,2021-10-27 0:15,19.97,0.2,0.45,0
15 Min,2021-10-27 0:30,22.6,0.34,0.5,0
15 Min,2021-10-27 0:45,20.85,0.27,0.45,0
15 Min,2021-10-27 1:00,19.97,0.29,0.42,0
15 Min,2021-10-27 1:15,19.16,0.38,0.41,0
15 Min,2021-10-27 1:30,19.35,0.32,0.36,0
15 Min,2021-10-27 1:45,19.16,0.37,0.41,0
15 Min,2021-10-27 2:00,17.66,0.14,0.31,0
15 Min,2021-10-27 2:15,16.98,0.3,0.42,0
15 Min,2021-10-27 2:30,18.66,0.17,0.29,0
15 Min,2021-10-27 2:45,17.66,0.3,0.34,0
15 Min,2021-10-27 3:00,17.97,0.24,0.35,0
15 Min,2021-10-27 3:15,16.23,0.34,0.33,0
15 Min,2021-10-27 3:30,18.29,0.12,0.32,0
15 Min,2021-10-27 3:45,16.6,0.27,0.31,0
15 Min,2021-10-27 4:00,16.66,0.11,0.29,0
15 Min,2021-10-27 4:15,15.54,0.11,0.28,0
15 Min,2021-10-27 4:30,16.29,0.07,0.31,0
15 Min,2021-10-27 4:45,17.54,0.19,0.32,0
15 Min,2021-10-27 5:00,17.97,0.2,0.34,0
15 Min,2021-10-27 5:15,17.97,0.17,0.38,0
15 Min,2021-10-27 5:30,16.29,0.1,0.27,0
15 Min,2021-10-27 5:45,19.47,0.34,0.43,0
15 Min,2021-10-27 6:00,18.72,0.31,0.47,0
15 Min,2021-10-27 6:15,20.91,0.39,0.42,0
15 Min,2021-10-27 6:30,20.85,0.42,0.53,0
15 Min,2021-10-27 6:45,24.66,0.45,0.53,0
15 Min,2021-10-27 7:00,15.98,0.2,0.37,0
15 Min,2021-10-27 7:15,21.6,0.13,0.71,0
15 Min,2021-10-27 7:30,25.16,0.11,0.41,0
15 Min,2021-10-27 7:45,17.79,0.07,0.41,0
15 Min,2021-10-27 8:00,19.54,0.07,0.39,0
15 Min,2021-10-27 8:15,20.66,0.18,0.45,0
15 Min,2021-10-27 8:30,19.1,0.14,0.35,0
15 Min,2021-10-27 8:45,16.6,0.1,0.31,0
15 Min,2021-10-27 9:00,24.16,0.36,0.82,0
15 Min,2021-10-27 9:15,25.22,0.25,0.52,0
15 Min,2021-10-27 9:30,20.29,0.29,0.56,0
15 Min,2021-10-27 9:45,31.84,0.33,1,0
15 Min,2021-10-27 10:00,21.85,0.26,0.53,0
15 Min,2021-10-27 10:15,24.6,0.32,0.64,0
15 Min,2021-10-27 10:30,26.91,0.28,0.74,0
15 Min,2021-10-27 10:45,22.78,0.24,0.52,0
15 Min,2021-10-27 11:00,21.04,0.45,0.65,0
15 Min,2021-10-27 11:15,22.97,0.25,0.35,0
15 Min,2021-10-27 11:30,20.72,0.29,0.47,0
15 Min,2021-10-27 11:45,17.29,0.31,0.38,0
15 Min,2021-10-27 12:00,19.22,0.3,0.36,0
15 Min,2021-10-27 12:15,18.54,0.31,0.33,0
15 Min,2021-10-27 12:30,19.22,0.41,0.56,0
15 Min,2021-10-27 12:45,22.28,0.14,0.4,0
15 Min,2021-10-27 13:00,17.47,0.02,0.3,0
15 Min,2021-10-27 13:15,15.41,0,0.26,0
15 Min,2021-10-27 13:30,21.66,0.06,0.79,0
15 Min,2021-10-27 13:45,30.34,0.03,0.86,0
15 Min,2021-10-27 14:00,23.22,0,0.47,0
15 Min,2021-10-27 14:15,19.79,0,0.41,0
15 Min,2021-10-27 14:30,19.79,0.03,0.49,0
15 Min,2021-10-27 14:45,20.85,0.02,0.42,0
15 Min,2021-10-27 15:00,17.79,0.03,0.3,0
15 Min,2021-10-27 15:15,17.04,0.01,0.31,0
15 Min,2021-10-27 15:30,15.54,0,0.26,0
15 Min,2021-10-27 15:45,17.41,0,0.31,0
15 Min,2021-10-27 16:00,17.41,0.02,0.41,0
15 Min,2021-10-27 16:15,18.85,0,0.34,0
15 Min,2021-10-27 16:30,15.35,0,0.24,0
15 Min,2021-10-27 16:45,14.35,0,0.23,0
15 Min,2021-10-27 17:00,17.04,0,0.32,0
15 Min,2021-10-27 17:15,16.16,0.02,0.36,0
15 Min,2021-10-27 17:30,19.72,0,0.37,0
15 Min,2021-10-27 17:45,21.1,0.06,0.6,0
15 Min,2021-10-27 18:00,21.72,0.02,0.4,0
15 Min,2021-10-27 18:15,18.6,0,0.36,0
15 Min,2021-10-27 18:30,14.79,0.1,0.24,0
15 Min,2021-10-27 18:45,16.54,0.05,0.33,0
15 Min,2021-10-27 19:00,17.1,0.06,0.33,0
15 Min,2021-10-27 19:15,18.35,0.01,0.38,0
15 Min,2021-10-27 19:30,18.97,0.07,0.37,0
15 Min,2021-10-27 19:45,19.6,0.05,0.52,0
15 Min,2021-10-27 20:00,19.41,0,0.41,0
15 Min,2021-10-27 20:15,19.72,0.01,0.41,0
15 Min,2021-10-27 20:30,21.35,0.08,0.56,0
15 Min,2021-10-27 20:45,24.97,0.08,0.54,0
15 Min,2021-10-27 21:00,22.91,0.05,0.56,0
15 Min,2021-10-27 21:15,20.47,0.01,0.4,0
15 Min,2021-10-27 21:30,16.73,0,0.3,0
15 Min,2021-10-27 21:45,16.66,0,0.36,0
15 Min,2021-10-27 22:00,18.6,0,0.35,0
15 Min,2021-10-27 22:15,16.48,0,0.28,0
15 Min,2021-10-27 22:30,15.35,0,0.26,0
15 Min,2021-10-27 22:45,15.6,0,0.28,0
15 Min,2021-10-27 23:00,16.98,0,0.3,0
15 Min,2021-10-27 23:15,17.85,0,0.36,0
15 Min,2021-10-27 23:30,15.66,0,0.29,0
15 Min,2021-10-27 23:45,18.72,0,0.35,0
15 Min,2021-10-28 0:00,16.04,0,0.29,0
15 Min,2021-10-28 0:15,15.98,0,0.34,0
15 Min,2021-10-28 0:30,18.54,0,0.3,0
15 Min,2021-10-28 0:45,15.1,0,0.27,0
15 Min,2021-10-28 1:00,16.16,0,0.27,0
15 Min,2021-10-28 1:15,14.85,0,0.25,0
15 Min,2021-10-28 1:30,15.35,0,0.28,0
15 Min,2021-10-28 1:45,16.23,0,0.27,0
15 Min,2021-10-28 2:00,15.41,0,0.26,0
15 Min,2021-10-28 2:15,15.48,0.01,0.29,0
15 Min,2021-10-28 2:30,16.41,0,0.28,0
15 Min,2021-10-28 2:45,17.29,0,0.34,0
15 Min,2021-10-28 3:00,17.35,0,0.31,0
15 Min,2021-10-28 3:15,16.41,0,0.35,0
15 Min,2021-10-28 3:30,17.91,0,0.3,0
15 Min,2021-10-28 3:45,16.29,0,0.31,0
15 Min,2021-10-28 4:00,17.22,0,0.31,0
15 Min,2021-10-28 4:15,15.73,0,0.24,0
15 Min,2021-10-28 4:30,15.16,0,0.28,0
15 Min,2021-10-28 4:45,15.79,0.05,0.32,0
15 Min,2021-10-28 5:00,20.47,0.02,0.39,0
15 Min,2021-10-28 5:15,15.04,0.02,0.23,0
15 Min,2021-10-28 5:30,13.6,0,0.21,0
15 Min,2021-10-28 5:45,15.66,0.01,0.3,0
15 Min,2021-10-28 6:00,18.22,0.04,0.37,0
15 Min,2021-10-28 6:15,19.66,0.07,0.48,0
15 Min,2021-10-28 6:30,18.91,0,0.37,0
15 Min,2021-10-28 6:45,18.16,0,0.27,0
15 Min,2021-10-28 7:00,13.48,0.01,0.21,0
15 Min,2021-10-28 7:15,18.29,0.24,0.4,0
15 Min,2021-10-28 7:30,19.6,0.21,0.4,0
15 Min,2021-10-28 7:45,15.54,0.03,0.29,0
15 Min,2021-10-28 8:00,16.66,0.09,0.27,0
15 Min,2021-10-28 8:15,15.73,0.03,0.28,0
15 Min,2021-10-28 8:30,18.35,0.13,0.36,0
15 Min,2021-10-28 8:45,21.66,0.45,0.61,0
15 Min,2021-10-28 9:00,17.85,0.13,0.3,0
15 Min,2021-10-28 9:15,18.54,0.18,0.39,0
15 Min,2021-10-28 9:30,20.79,0.25,0.51,0
15 Min,2021-10-28 9:45,23.66,0.34,0.65,0
15 Min,2021-10-28 10:00,24.47,0.32,0.62,0
15 Min,2021-10-28 10:15,27.41,0.39,0.79,0
15 Min,2021-10-28 10:30,28.97,0.33,0.89,0
15 Min,2021-10-28 10:45,28.03,0.49,1.01,0
15 Min,2021-10-28 11:00,29.28,0.45,0.68,0
15 Min,2021-10-28 11:15,24.66,0.36,0.66,0
15 Min,2021-10-28 11:30,26.34,0.37,0.72,0
15 Min,2021-10-28 11:45,26.22,0.25,0.64,0
15 Min,2021-10-28 12:00,23.1,0.27,0.62,0
15 Min,2021-10-28 12:15,26.59,0.43,0.73,0
15 Min,2021-10-28 12:30,25.03,0.35,0.61,0
15 Min,2021-10-28 12:45,26.66,0.41,0.88,0
15 Min,2021-10-28 13:00,23.41,0.21,0.56,0
15 Min,2021-10-28 13:15,25.41,0.36,0.64,0
15 Min,2021-10-28 13:30,24.97,0.43,0.63,0
15 Min,2021-10-28 13:45,25.28,0.35,0.63,0
15 Min,2021-10-28 14:00,20.85,0.18,0.43,0
15 Min,2021-10-28 14:15,20.16,0.12,0.42,0
15 Min,2021-10-28 14:30,22.6,0.29,0.59,0
15 Min,2021-10-28 14:45,24.28,0.3,0.64,0
15 Min,2021-10-28 15:00,21.85,0.28,0.48,0
15 Min,2021-10-28 15:15,19.22,0.23,0.47,0
15 Min,2021-10-28 15:30,23.16,0.36,0.55,0
15 Min,2021-10-28 15:45,20.91,0.2,0.41,0
15 Min,2021-10-28 16:00,19.04,0.1,0.42,0
15 Min,2021-10-28 16:15,22.85,0.33,0.56,0
15 Min,2021-10-28 16:30,19.22,0.16,0.35,0
15 Min,2021-10-28 16:45,17.54,0.14,0.42,0
15 Min,2021-10-28 17:00,26.09,0.31,0.82,0
15 Min,2021-10-28 17:15,24.66,0.16,0.49,0
15 Min,2021-10-28 17:30,27.03,0.64,1.04,0
15 Min,2021-10-28 17:45,28.84,0.4,0.79,0
15 Min,2021-10-28 18:00,24.6,0.26,0.56,0
15 Min,2021-10-28 18:15,29.59,0.43,0.93,0
15 Min,2021-10-28 18:30,32.78,0.72,1.34,0
15 Min,2021-10-28 18:45,33.4,0.45,1.02,0
15 Min,2021-10-28 19:00,32.9,0.59,1.15,0
15 Min,2021-10-28 19:15,30.68,0.26,0.72,0
15 Min,2021-10-28 19:30,24.78,0.39,0.81,0
15 Min,2021-10-28 19:45,31.78,0.23,0.86,0
15 Min,2021-10-28 20:00,23.22,0.09,0.51,0
15 Min,2021-10-28 20:15,16.73,0.12,0.3,0
15 Min,2021-10-28 20:30,16.35,0.05,0.27,0
15 Min,2021-10-28 20:45,14.91,0,0.24,0
15 Min,2021-10-28 21:00,14.91,0.01,0.22,0
15 Min,2021-10-28 21:15,14.73,0,0.29,0
15 Min,2021-10-28 21:30,17.72,0,0.31,0
15 Min,2021-10-28 21:45,15.54,0.01,0.33,0
15 Min,2021-10-28 22:00,16.35,0.01,0.23,0
15 Min,2021-10-28 22:15,14.73,0.01,0.23,0
15 Min,2021-10-28 22:30,13.29,0.01,0.2,0
15 Min,2021-10-28 22:45,14.6,0.02,0.22,0
15 Min,2021-10-28 23:00,12.35,0.03,0.23,0
15 Min,2021-10-28 23:15,16.16,0.01,0.25,0
15 Min,2021-10-28 23:30,15.35,0.01,0.28,0
15 Min,2021-10-28 23:45,15.48,0.01,0.24,0
15 Min,2021-10-29 0:00,13.23,0.05,0.22,0
15 Min,2021-10-29 0:15,15.91,0.02,0.28,0
15 Min,2021-10-29 0:30,13.6,0.01,0.2,0.1
15 Min,2021-10-29 0:45,14.98,0.02,0.26,0.4
15 Min,2021-10-29 1:00,15.66,0.01,0.31,0.2
15 Min,2021-10-29 1:15,14.85,0,0.19,0
15 Min,2021-10-29 1:30,13.17,0,0.17,0
15 Min,2021-10-29 1:45,11.48,0,0.16,0
15 Min,2021-10-29 2:00,12.73,0,0.19,0.3
15 Min,2021-10-29 2:15,15.35,0.03,0.27,0.2
15 Min,2021-10-29 2:30,14.91,0.01,0.31,0.2
15 Min,2021-10-29 2:45,19.16,0.05,0.36,0.2
15 Min,2021-10-29 3:00,18.22,0,0.41,0.3
15 Min,2021-10-29 3:15,21.78,0.22,0.74,0.4
15 Min,2021-10-29 3:30,31.28,0.18,0.79,0.2
15 Min,2021-10-29 3:45,20.29,0.01,0.44,0.2
15 Min,2021-10-29 4:00,20.41,0.01,0.42,0.3
15 Min,2021-10-29 4:15,22.53,0.06,0.56,0.1
15 Min,2021-10-29 4:30,21.78,0.08,0.54,0.3
15 Min,2021-10-29 4:45,24.97,0.15,0.71,0.2
15 Min,2021-10-29 5:00,27.09,0.23,0.79,0.4
15 Min,2021-10-29 5:15,22.85,0.02,0.44,0.6
15 Min,2021-10-29 5:30,20.97,0.03,0.65,0.3
15 Min,2021-10-29 5:45,29.53,0.04,0.85,0.2
15 Min,2021-10-29 6:00,32.53,0.57,1.27,0.1
15 Min,2021-10-29 6:15,38.15,0.7,1.37,0.3
15 Min,2021-10-29 6:30,36.21,0.64,1.33,0.3
15 Min,2021-10-29 6:45,35.28,0.71,1.27,0.2
15 Min,2021-10-29 7:00,33.46,0.68,1.16,0.1
15 Min,2021-10-29 7:15,33.4,0.42,1.22,0.4
15 Min,2021-10-29 7:30,36.4,0.72,1.38,0.3
15 Min,2021-10-29 7:45,35.4,0.17,1.18,0.3
15 Min,2021-10-29 8:00,36.34,0.67,1.43,0.3
15 Min,2021-10-29 8:15,39.52,0.91,1.68,0.2
15 Min,2021-10-29 8:30,42.65,0.73,1.67,0.4
15 Min,2021-10-29 8:45,41.96,0.64,1.61,0.6
15 Min,2021-10-29 9:00,33.4,0.59,1.29,0.4
15 Min,2021-10-29 9:15,39.52,0.69,1.62,0.2
15 Min,2021-10-29 9:30,42.08,0.53,1.77,0.2
15 Min,2021-10-29 9:45,40.21,0.29,1.65,0.1
15 Min,2021-10-29 10:00,44.33,0.31,1.95,0.1
15 Min,2021-10-29 10:15,41.27,0.28,1.54,0.4
15 Min,2021-10-29 10:30,42.52,0.55,1.88,0.1
15 Min,2021-10-29 10:45,39.9,0.49,1.67,0
15 Min,2021-10-29 11:00,41.46,0.54,1.55,0
15 Min,2021-10-29 11:15,39.71,0.55,1.67,0.1
15 Min,2021-10-29 11:30,41.77,0.19,1.76,0.1
15 Min,2021-10-29 11:45,41.08,0.56,1.61,0.1
15 Min,2021-10-29 12:00,40.77,0.29,1.67,0.2
15 Min,2021-10-29 12:15,39.52,0.36,1.56,0.3
15 Min,2021-10-29 12:30,39.71,0.57,1.56,0.3
15 Min,2021-10-29 12:45,38.15,0.6,1.42,0.2
15 Min,2021-10-29 13:00,36.71,0.22,1.4,0.4
15 Min,2021-10-29 13:15,39.46,0.42,1.47,0.5
15 Min,2021-10-29 13:30,36.28,0.58,1.58,0.4
15 Min,2021-10-29 13:45,44.64,0.8,1.96,0.4
15 Min,2021-10-29 14:00,40.27,0.56,1.5,0.6
15 Min,2021-10-29 14:15,36.46,0.72,1.36,0.6
15 Min,2021-10-29 14:30,36.03,0.96,1.14,0.5
15 Min,2021-10-29 14:45,35.28,1.13,1.35,0.3
15 Min,2021-10-29 15:00,35.9,0.81,1.17,0.7
15 Min,2021-10-29 15:15,31.97,0.65,1.04,0.5
15 Min,2021-10-29 15:30,32.96,0.86,1.12,0.6
15 Min,2021-10-29 15:45,32.34,0.72,1.04,0.3
15 Min,2021-10-29 16:00,33.21,0.87,1.15,0.1
15 Min,2021-10-29 16:15,31.65,0.64,1.06,0.1
15 Min,2021-10-29 16:30,34.03,0.96,1.21,0
15 Min,2021-10-29 16:45,33.78,0.82,1.2,0.1
15 Min,2021-10-29 17:00,35.65,1.23,1.29,0.3
15 Min,2021-10-29 17:15,33.78,0.88,1.05,0.2
15 Min,2021-10-29 17:30,31.97,0.86,1.08,0
15 Min,2021-10-29 17:45,35.21,0.98,1.27,0.1
15 Min,2021-10-29 18:00,34.4,0.77,1.24,0
15 Min,2021-10-29 18:15,34.65,0.53,1.12,0.2
15 Min,2021-10-29 18:30,33.71,0.53,1.18,0.7
15 Min,2021-10-29 18:45,33.78,0.77,1.2,0.2
15 Min,2021-10-29 19:00,35.71,1.01,1.29,0.15
15 Min,2021-10-29 19:15,35.28,0.69,1.26,0.8
15 Min,2021-10-29 19:30,36.96,0.94,1.35,0.7
15 Min,2021-10-29 19:45,37.52,0.88,1.45,0.2
15 Min,2021-10-29 20:00,40.77,1.46,1.73,0.5
15 Min,2021-10-29 20:15,40.02,1.47,1.51,0.5
15 Min,2021-10-29 20:30,38.02,1.32,1.55,0.5
15 Min,2021-10-29 20:45,43.15,1.53,1.87,0.9
15 Min,2021-10-29 21:00,41.21,1,1.61,0.7
15 Min,2021-10-29 21:15,41.83,1.49,1.88,0.4
15 Min,2021-10-29 21:30,42.33,1.38,1.74,0.1
15 Min,2021-10-29 21:45,42.08,1.11,1.73,0.1
15 Min,2021-10-29 22:00,40.34,1.24,1.63,0.5
15 Min,2021-10-29 22:15,41.33,1.13,1.72,0.3
15 Min,2021-10-29 22:30,41.71,1.33,1.74,0.3
15 Min,2021-10-29 22:45,42.52,1.16,1.8,0.5
15 Min,2021-10-29 23:00,42.02,0.9,1.73,0.6
15 Min,2021-10-29 23:15,41.96,0.95,1.79,0.4
15 Min,2021-10-29 23:30,42.33,0.91,1.75,0.2
15 Min,2021-10-29 23:45,41.71,0.93,1.7,0.3
15 Min,2021-10-30 0:00,40.96,0.97,1.64,0.1
15 Min,2021-10-30 0:15,40.77,0.92,1.67,0
15 Min,2021-10-30 0:30,40.58,1.08,1.67,0
15 Min,2021-10-30 0:45,40.15,1.02,1.58,0
15 Min,2021-10-30 1:00,39.52,0.82,1.51,0
15 Min,2021-10-30 1:15,38.65,0.72,1.51,0
15 Min,2021-10-30 1:30,38.52,0.64,1.44,0
15 Min,2021-10-30 1:45,38.52,1.16,1.53,0
15 Min,2021-10-30 2:00,39.4,0.94,1.58,0.1
15 Min,2021-10-30 2:15,39.52,1.3,1.47,0
15 Min,2021-10-30 2:30,37.15,0.39,1.39,0
15 Min,2021-10-30 2:45,36.71,0.51,1.35,0
15 Min,2021-10-30 3:00,37.96,0.34,1.43,0
15 Min,2021-10-30 3:15,36.46,0.23,1.31,0
15 Min,2021-10-30 3:30,35.78,0.33,1.27,0
15 Min,2021-10-30 3:45,34.84,0.24,1.24,0
15 Min,2021-10-30 4:00,34.34,0.28,1.25,0
15 Min,2021-10-30 4:15,36.21,0.2,1.26,0
15 Min,2021-10-30 4:30,39.34,0.58,1.59,0
15 Min,2021-10-30 4:45,36.46,0.74,1.23,0
15 Min,2021-10-30 5:00,35.28,0.48,1.38,0
15 Min,2021-10-30 5:15,35.03,0.64,1.25,0
15 Min,2021-10-30 5:30,35.84,0.28,1.26,0.1
15 Min,2021-10-30 5:45,35.71,0.8,1.24,0
15 Min,2021-10-30 6:00,34.96,0.72,1.25,0
15 Min,2021-10-30 6:15,33.9,0.27,1.13,0
15 Min,2021-10-30 6:30,34.78,0.45,1.29,0
15 Min,2021-10-30 6:45,34.28,0.8,1.19,0
15 Min,2021-10-30 7:00,35.15,0.92,1.25,0
15 Min,2021-10-30 7:15,34.28,0.58,1.15,0
15 Min,2021-10-30 7:30,32.4,0.69,1.01,0.1
15 Min,2021-10-30 7:45,30.97,0.72,1.15,0
15 Min,2021-10-30 8:00,33.84,1.16,1.17,0
15 Min,2021-10-30 8:15,36.09,1.07,1.18,0
15 Min,2021-10-30 8:30,32.84,0.97,1.07,0
15 Min,2021-10-30 8:45,31.9,0.65,1.09,0
15 Min,2021-10-30 9:00,33.71,0.78,1.1,0
15 Min,2021-10-30 9:15,33.71,0.97,1.39,0
15 Min,2021-10-30 9:30,36.53,0.93,1.12,0
15 Min,2021-10-30 9:45,33.78,1.16,1.41,0
15 Min,2021-10-30 10:00,36.52,0.98,1.25,0
15 Min,2021-10-30 10:15,35.65,0.98,1.25,0
15 Min,2021-10-30 10:30,33.9,0.82,1.12,0
15 Min,2021-10-30 10:45,32.59,0.52,0.96,0
15 Min,2021-10-30 11:00,29.34,0.78,0.84,0
15 Min,2021-10-30 11:15,26.66,0.75,0.77,0
15 Min,2021-10-30 11:30,27.16,0.59,0.73,0
15 Min,2021-10-30 11:45,32.65,0.85,1.17,0
15 Min,2021-10-30 12:00,34.15,1.07,1.49,0
15 Min,2021-10-30 12:15,36.77,0.69,0.99,0
15 Min,2021-10-30 12:30,27.59,0.36,0.89,0
15 Min,2021-10-30 12:45,29.84,0.76,0.93,0
15 Min,2021-10-30 13:00,31.09,0.79,0.96,0
15 Min,2021-10-30 13:15,28.59,0.68,0.86,0
15 Min,2021-10-30 13:30,28.72,0.78,0.83,0
15 Min,2021-10-30 13:45,27.41,0.5,0.7,0
15 Min,2021-10-30 14:00,25.91,0.31,0.75,0
15 Min,2021-10-30 14:15,27.09,0.37,0.8,0
15 Min,2021-10-30 14:30,26.78,0.24,0.7,0
15 Min,2021-10-30 14:45,26.53,0.53,0.78,0
15 Min,2021-10-30 15:00,25.72,0.22,0.59,0
15 Min,2021-10-30 15:15,29.78,0.75,0.95,0
15 Min,2021-10-30 15:30,27.53,0.86,0.92,0
15 Min,2021-10-30 15:45,25.78,0.47,0.77,0
15 Min,2021-10-30 16:00,30.53,0.62,0.77,0
15 Min,2021-10-30 16:15,27.28,0.42,0.73,0
15 Min,2021-10-30 16:30,22.66,0.34,0.64,0
15 Min,2021-10-30 16:45,28.53,0.51,0.84,0
15 Min,2021-10-30 17:00,31.84,0.69,1.06,0
15 Min,2021-10-30 17:15,32.03,0.81,1.07,0
15 Min,2021-10-30 17:30,31.28,0.82,1.05,0
15 Min,2021-10-30 17:45,30.03,0.39,0.81,0
15 Min,2021-10-30 18:00,28.28,0.64,0.78,0
15 Min,2021-10-30 18:15,27.28,0.68,0.96,0.1
15 Min,2021-10-30 18:30,31.28,0.76,0.9,0.1
15 Min,2021-10-30 18:45,27.78,0.58,0.85,0
15 Min,2021-10-30 19:00,27.09,0.34,0.68,0
15 Min,2021-10-30 19:15,27.09,0.45,0.77,0
15 Min,2021-10-30 19:30,26.72,0.31,0.71,0
15 Min,2021-10-30 19:45,25.91,0.44,0.85,0
15 Min,2021-10-30 20:00,31.9,0.45,0.92,0
15 Min,2021-10-30 20:15,27.16,0.38,0.81,0
15 Min,2021-10-30 20:30,26.78,0.48,0.8,0
15 Min,2021-10-30 20:45,31.65,0.44,1.21,0
15 Min,2021-10-30 21:00,36.84,0.55,1.26,0
15 Min,2021-10-30 21:15,31.65,0.49,0.92,0
15 Min,2021-10-30 21:30,31.34,0.44,1.1,0
15 Min,2021-10-30 21:45,36.28,0.4,1.15,0
15 Min,2021-10-30 22:00,28.59,0.41,1.15,0
15 Min,2021-10-30 22:15,31.65,0.29,0.87,0
15 Min,2021-10-30 22:30,29.59,0.42,0.91,0
15 Min,2021-10-30 22:45,29.9,0.4,0.87,0
15 Min,2021-10-30 23:00,29.09,0.41,1.15,0
15 Min,2021-10-30 23:15,33.65,0.2,0.98,0
15 Min,2021-10-30 23:30,31.9,0.23,0.87,0
15 Min,2021-10-30 23:45,23.41,0.25,0.85,0
15 Min,2021-10-31 0:00,29.97,0.03,0.7,0
15 Min,2021-10-31 0:15,26.09,0.04,0.69,0
15 Min,2021-10-31 0:30,25.59,0.14,0.77,0
15 Min,2021-10-31 0:45,27.28,0.17,0.72,0
15 Min,2021-10-31 1:00,35.78,0.25,1.39,0
15 Min,2021-10-31 1:15,25.47,0.26,1.07,0
15 Min,2021-10-31 1:30,33.46,0.14,0.72,0
15 Min,2021-10-31 1:45,24.66,0.07,0.74,0
15 Min,2021-10-31 2:00,28.47,0.06,0.77,0
15 Min,2021-10-31 2:15,26.72,0.18,0.73,0
15 Min,2021-10-31 2:30,25.72,0.13,0.73,0
15 Min,2021-10-31 2:45,25.84,0.03,0.63,0
15 Min,2021-10-31 3:00,24.1,0.06,0.67,0
15 Min,2021-10-31 3:15,24.97,0.1,0.6,0
15 Min,2021-10-31 3:30,22.03,0.2,0.52,0
15 Min,2021-10-31 3:45,22.28,0.05,0.52,0
15 Min,2021-10-31 4:00,21.91,0.04,0.51,0
15 Min,2021-10-31 4:15,23.91,0.05,0.6,0
15 Min,2021-10-31 4:30,23.97,0.18,0.64,0
15 Min,2021-10-31 4:45,22.91,0.29,0.53,0
15 Min,2021-10-31 5:00,24.78,0.39,0.68,0
15 Min,2021-10-31 5:15,24.72,0.34,0.56,0
15 Min,2021-10-31 5:30,23.22,0.14,0.65,0
15 Min,2021-10-31 5:45,24.97,0.12,0.6,0
15 Min,2021-10-31 6:00,23.6,0.19,0.61,0
15 Min,2021-10-31 6:15,24.72,0.19,0.65,0
15 Min,2021-10-31 6:30,24.22,0.39,0.79,0
15 Min,2021-10-31 6:45,27.78,0.23,0.59,0
15 Min,2021-10-31 7:00,30.28,0.39,0.99,0
15 Min,2021-10-31 7:15,34.46,0.75,1.54,0
15 Min,2021-10-31 7:30,31.65,0.57,0.92,0
15 Min,2021-10-31 7:45,36.84,0.68,1.48,0
15 Min,2021-10-31 8:00,33.34,0.56,1.29,0
15 Min,2021-10-31 8:15,38.02,0.75,1.2,0
15 Min,2021-10-31 8:30,35.96,0.69,1.41,0
15 Min,2021-10-31 8:45,36.59,0.66,1.19,0
15 Min,2021-10-31 9:00,26.22,0.41,0.69,0
15 Min,2021-10-31 9:15,27.28,0.61,1,0
15 Min,2021-10-31 9:30,34.96,0.91,1.68,0
15 Min,2021-10-31 9:45,37.71,0.68,1.14,0
15 Min,2021-10-31 10:00,33.03,0.67,1.03,0
15 Min,2021-10-31 10:15,27.66,0.44,0.73,0
15 Min,2021-10-31 10:30,27.47,0.44,0.78,0
15 Min,2021-10-31 10:45,25.91,0.43,0.59,0
15 Min,2021-10-31 11:00,21.78,0.27,0.49,0
15 Min,2021-10-31 11:15,18.66,0.16,0.34,0
15 Min,2021-10-31 11:30,20.85,0.46,0.6,0
15 Min,2021-10-31 11:45,23.97,0.2,0.49,0
15 Min,2021-10-31 12:00,17.97,0.19,0.31,0
15 Min,2021-10-31 12:15,22.53,0.34,0.71,0
15 Min,2021-10-31 12:30,26.91,0.34,0.76,0
15 Min,2021-10-31 12:45,27.28,0.26,0.74,0
15 Min,2021-10-31 13:00,25.78,0.32,0.69,0
15 Min,2021-10-31 13:15,25.91,0.28,0.69,0
15 Min,2021-10-31 13:30,26.59,0.29,0.76,0
15 Min,2021-10-31 13:45,26.84,0.2,0.67,0
15 Min,2021-10-31 14:00,22.35,0.26,0.66,0
15 Min,2021-10-31 14:15,27.47,0.4,0.72,0
15 Min,2021-10-31 14:30,29.9,0.67,1.1,0
15 Min,2021-10-31 14:45,27.47,0.44,0.67,0
15 Min,2021-10-31 15:00,32.71,0.53,1.13,0
15 Min,2021-10-31 15:15,25.53,0.44,0.77,0
